compound	disease	target	associated_interactors	interactors	TP	TP + FP	precision	associated_target	upregulated_target	downregulated_target
Sunitinib	pancreatic cancer	BRD4		C7orf25, C8orf33, CCNT1, CCNT2, CDK8, CDK9, CHFR, CLDN1, CRK, EP300, GLTSCR1, GRB2, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HIST2H3A, HIST2H3C, HIST2H3D, HIST2H4A, HIST2H4B, HIST4H4, KDM5B, MED1, MED12, MESDC2, MLLT1, NCK1, PIK3R1, PRPF40A, RFC1, RFC2, RFC3, RFC4, RFC5, SIPA1, SUMO2, UBC	0	55	0	0	0	0
Sunitinib	pancreatic cancer	NTRK1		ABL1, ARHGAP32, CAV1, CBL, CRK, CRKL, DNAJA3, DYNLL1, FRS2, FRS3, GAB2, GIPC1, GRB2, HSP90AA1, HSP90AB1, IRS1, IRS2, KIDINS220, KLK3, MAPK3, MATK, NEDD4, NEDD4L, NGF, NGFR, NTF3, PHLDA3, PIK3R1, PLCG1, PLCG2, PTPN1, PTPN11, PTPN12, PTPN22, PTPN6, PTPRB, PTPRC, PTPRG, PTPRJ, PTPRO, RAP1A, RAPGEF1, RASA1, RASGRF1, RGS19, RUSC1, SGSM3, SH2B1, SH2B2, SH2D1A, SHC1, SHC2, SHC3, SQSTM1, TRAF6, UBB, UBC	0	57	0	0	0	0
Sunitinib	pancreatic cancer	CHEK2		AATF, APP, ARHGAP1, ASF1A, ATM, ATMIN, ATR, BRCA1, BRCA2, CDC25A, CDC25C, CSNK2B, DAPK3, DBF4, E2F1, ELAVL1, ERCC6, FOXM1, GINS2, KAT2B, KPNA2, LATS2, MDC1, MDM2, MDM4, MRC1, MSH2, MUS81, NBN, NR4A1, PER3, PLK1, PLK3, PML, POLR2L, PPP2R2A, PPP2R2B, PPP2R5A, PPP2R5B, PPP2R5C, PPP2R5D, PPP2R5E, PRKDC, PSME3, RAD50, RAD9A, RB1, RCHY1, REV3L, RNF8, SRPK1, STAT1, STRAP, TP53, TP53BP1, TRIM28, TSSK1B, UBR5, VCP	0	59	0	0	0	0
Sunitinib	pancreatic cancer	FGFR1		ANOS1, BNIP2, CDH1, CREBBP, CRK, CTNNB1, CTPS2, EPHA4, ERBB3, FDPS, FGF1, FGF17, FGF18, FGF19, FGF2, FGF23, FGF3, FGF4, FGF5, FGF6, FGF7, FGF8, FGF9, FRS2, FRS3, GRB14, GRB2, GZMB, HSP90AA1, HSP90AB1, HTR1A, IL17RD, ITK, JAK2, KLB, KPNB1, MMP2, NCAM1, NCK1, NCK2, NEDD4, NRP1, PIK3R1, PIK3R2, PLCG1, PTK6, RPS6KA1, RTN1, RTN3, SH3BP2, SHB, SHC1, SLA, SOS1, SRC, STAT3, TNS2, UBC, VAV1	0	59	0	0	0	0
Sunitinib	pancreatic cancer	IRAK1		AKT1, ARRB1, BTK, CAMKK2, CDC37, CHUK, CLN3, COPS5, DNAJC14, FADD, HRAS, HSP90AA1, HSPA4, HSPA8, IKBKB, IKBKG, IL10, IL1R1, IL1RAP, IRAK1BP1, IRAK2, IRAK3, IRAK4, IRF7, ITGAM, JUN, MAP3K7, MAPK14, MAPK8, MYC, MYD88, NFKBIA, NLRP12, NTRK3, NUP98, PELI1, PELI2, PELI3, PIN1, PRKCI, PRKCZ, RIPK2, RPS27A, SIGIRR, SQSTM1, STAT3, SUMO1, TAB1, TAB2, TICAM2, TIFA, TIRAP, TLR2, TLR4, TLR5, TOLLIP, TRAF4, TRAF6, UBA52, UBB, UBC	0	61	0	0	0	0
Sunitinib	pancreatic cancer	KIT		ABL1, BCR, BTK, CBL, CBLB, CD63, CD81, CD9, CISH, CLTC, CRK, CRKL, CSF2RA, CSF2RB, DOK1, EPOR, FYN, GRAP, GRAP2, GRB10, GRB2, GRB7, HCK, INPP5D, JAK2, KITLG, LCK, LYN, MATK, MPDZ, PIK3CG, PIK3R1, PIK3R2, PLCE1, PLCG1, PRKCA, PRKCB, PTPN11, PTPN6, PTPRJ, PTPRO, PTPRU, RASA1, RFC1, SH2B2, SH2B3, SH3KBP1, SOCS1, SOCS4, SOCS5, SOCS6, SPRED1, SPRED2, SRC, STAP1, STAT1, STAT5A, STAT5B, TEC, UBC, YES1	0	61	0	0	0	0
Sunitinib	pancreatic cancer	RPS6KB1		ACTA1, AKT1, APP, BTK, CDC42, CDK1, CLEC3B, COASY, CSNK2A1, CSNK2B, DPPA4, EEF2K, EIF3B, EIF3C, EIF3F, EIF4B, EIF4E, EIF4EBP1, EP300, GLI1, HSP90AA1, HSP90AB1, IRS1, KAT2B, KIR3DL1, LYN, MAPK1, MAPK3, MAPK8, MAPK9, MAPT, MDM2, MTOR, MXD1, NCBP1, NEDD4, NEK6, PDK1, PDPK1, PIK3CA, PIN1, PLD2, POLDIP3, PPP1R9A, PPP1R9B, PPP2CA, PPP2R2A, PPP2R2B, PRKCZ, RAC1, RBX1, RICTOR, RPS6, RPTOR, SRC, STK11, SYK, TERT, TRAF4, UBC, XPO1	0	61	0	0	0	0
Sunitinib	pancreatic cancer	STK16		ADAMTSL4, AES, ALS2CR12, CALCOCO2, CCDC33, CNTF, CRX, CSNK2B, DAZAP2, DNAJA3, DRG1, EBLN2, EFEMP2, EFHC2, ELK1, EXT2, HNF4A, ICA1, IKBKE, IKZF3, INCA1, KCTD14, KCTD17, KRTAP10-3, KRTAP10-5, KRTAP10-7, KRTAP10-8, KRTAP10-9, KRTAP13-1, KRTAP26-1, MBP, MELK, MEOX2, MGAT5B, MIIP, MKKS, MTUS2, NAGK, NIF3L1, NOTCH2NL, PASK, PCSK5, PLSCR1, PLSCR3, REL, RFX6, ROCK2, RPIA, SAXO1, SKIL, SNRK, SNRPN, SPRY2, TCF12, TCF4, TGIF1, TNFAIP1, TRAF3IP2, TRIM27, TRIM42, TRIP6, UBC, VHL	0	63	0	0	0	0
Sunitinib	pancreatic cancer	MAP2K1		AGTR1, ARAF, ARRB2, BANP, BIRC6, BLVRA, BRAF, CASP9, CDK5, CFLAR, CPNE1, CPNE4, EGFR, EGR1, ELK1, EP300, GRB10, HLA-B, HRAS, HSPA1A, HSPA1B, HSPA8, IL6ST, KSR1, KSR2, LAMTOR2, LAMTOR3, MAP3K1, MAP3K4, MAP3K8, MAPK1, MAPK14, MAPK3, MAPK8, MAPK8IP3, MYC, PAK1, PARVA, PEBP1, PEBP4, PLAU, PLK3, PPBP, PRKCI, PRKCZ, RAF1, RPS6KA2, RPS6KA4, SUMO1, TRAF3, TRAF6, TRIB1, TRIB3, UBC, VAV1, VCP, VPS36, VRK2, WDR83, WNK1, YWHAB, YWHAE, YWHAZ, ZHX2	0	64	0	0	0	0
Sunitinib	pancreatic cancer	RPS6KA1		ASCC2, ATXN3, BAD, CARHSP1, CCT4, CDKN1B, CEBPB, CFL1, CHCHD7, CREB1, CREBBP, CSDC2, DDAH1, DDAH2, EEF1D, EEF2K, EIF4B, ESR1, ETV1, FGFR1, FOS, GBP2, GMFB, GRB2, GSK3B, HIVEP2, HSP90AA1, HSP90AB1, L1CAM, MAGI1, MAPK1, MAPK3, MAPT, METTL1, MITF, MPP1, MTOR, MXD1, NFIX, NFKBIA, NFYC, NR4A1, NR4A2, NR4A3, PDCD4, PDPK1, PHAX, PPM1G, PPP1R3A, PSD3, RPS6, SHROOM1, SHROOM3, SRF, SRSF5, SYK, TOB1, TOB2, TSC1, TSC2, TTK, UBC, VASP, VCP, YBX1, YWHAB, ZFYVE16	0	67	0	0	0	0
Sunitinib	pancreatic cancer	YES1		ABI1, ADAM12, ADAM15, ARRB1, C1orf94, CAV1, CBL, CD2AP, CD36, CD46, CDCP1, CDH1, CDKN1B, CSF1R, CTNND1, DLG4, DOK1, DVL2, EGFR, ELAVL1, EPHB2, FAS, FASLG, FLT1, FUNDC1, FXR2, FYN, GP2, GP6, HSP90AA1, HSP90AB1, ITGB3, ITGB4, JAK2, KDR, KHDRBS1, KIT, LYN, MED28, MST1R, NEDD4, NIF3L1, NPHS1, OCLN, OGT, PAK2, PDCD6IP, PDGFRB, PECAM1, PTK2, PTPRE, RASA1, RPL10, SLC9A3R1, SOCS3, SPRR2A, SRC, SSBP3, THAP1, TP53BP2, TRAF2, TRAF6, TRPV4, TYRO3, UBC, ZBTB8A, ZNF512B	0	67	0	0	0	0
Sunitinib	pancreatic cancer	ALK		ARHGAP9, CASKIN1, CDC14B, CENPF, DGKZ, EIF4B, EPHA1, EPHB3, ERRFI1, FN3K, GAK, GRB2, GRB7, HSP90AA1, HSP90AB1, HSPD1, IKBKG, INSL6, IRF7, IRS1, IRS4, ITK, ITPR3, JAK2, JAK3, KRT18, KRT74, LMNB1, MAP2K4, MAP2K7, MAP3K1, MAP3K3, MAP3K5, MAPK8IP3, MARK1, MDK, MEP1B, MTIF2, MYLK, NCAPG, NPM1, NUMA1, NUP98, PDLIM5, PDX1, PIK3R1, PIK3R2, PLCB2, PLCG1, PPID, PPP2R5E, PTN, PTPRB, PTPRG, PTPRJ, PTPRK, PTPRZ1, RAB35, RAD17, SH3GL3, SHC1, SHC3, SMARCA4, SMC6, SOCS1, SOCS5, STAT3, TNFRSF8, UBASH3A, ZC3HC1	0	70	0	0	0	0
Sunitinib	pancreatic cancer	PRKAA2		ABI2, ACACA, ACACB, AES, AGL, AIMP2, AMOT, APPBP2, BAIAP2L1, CAMKK2, CCNB1IP1, CEP170B, DFFA, DNAJB1, EEF2K, EPM2A, FLCN, FNIP1, FOS, GFPT1, GLI1, GYG1, GYS1, HMBOX1, HNF4A, HOMEZ, HSP90AA1, HSP90AB1, KCTD1, KIF24, KIFC3, KRT31, KRTAP10-3, L3MBTL3, LEP, MAP3K5, MAP3K6, MAST3, MLF2, MYOZ1, NECAB2, NONO, NOTCH2NL, NUTM1, PARS2, PBXIP1, PFKFB2, PIK3CG, PRKAA1, PRKAB1, PRKAB2, PRKAG1, PRKAG2, PSMD11, RB1CC1, RBPMS, RFX6, SH3PXD2A, SMC1A, SNW1, STIM1, STIM2, STK11, TCF4, TMOD1, TRIP6, TSC22D4, UBC, UBE2I, ULK1, USHBP1, VPS52, WWP1, ZBTB8A, ZNF397	0	75	0	0	0	0
Sunitinib	pancreatic cancer	PRKAA1		ABI1, ABI2, ACACA, AES, BHLHE40, CAB39, CDC37, CDX4, CFTR, CPE, CRBN, CRTC2, CTBP1, DDA1, DVL2, EEF2K, EIF5B, EP300, EPM2A, FMR1, FNIP1, FXR2, G3BP1, GATA1, GOLGA2, GRIK2, HDAC5, HMBOX1, HOMEZ, HSP90AA1, HSP90AB1, HSPA5, IKZF3, INO80E, KRT40, L3MBTL3, MAP3K7, MORC4, MTOR, MTUS2, NUAK1, PA2G4, PARP1, PFKFB2, PHC2, PLEKHA4, PNMA5, PPP2CA, PRKAA2, PRKAB1, PRKAB2, PRKAG1, PRKAG2, PRKAG3, PSMD11, RAD54B, RAF1, RBPMS, RFX6, RIMBP3, ROPN1, RPL35, SLC25A5, SND1, SRPK2, SSX2IP, STK11, SUPT16H, THAP1, TOMM34, TRIM27, TRIP6, TSC2, TSC22D4, UBC, UBXN11, ULK1, VPS37B, VPS52, ZBED1	0	80	0	0	0	0
Sunitinib	pancreatic cancer	PTK2B		ANXA6, ARHGAP21, ARHGAP5, ASAP1, ASAP2, BCAR1, CBL, CCR5, CD2AP, CRK, DCC, DLG3, DLG4, DLGAP3, EFS, EGFR, ERBB2, ERBB3, EWSR1, FGFR2, FGFR3, FLT1, FYN, GIT1, GNA13, GRB2, GRIN2A, GSN, HSP90AA1, HSP90AB1, IL7R, ITGB2, ITGB3, JAK1, JAK2, JAK3, KCNA2, LCK, LPXN, LYN, MAP3K4, MAPT, MATK, MBD2, MCAM, MYH2, NEDD9, NPHP1, PDCD6IP, PDPK1, PIK3R1, PITPNM1, PITPNM2, PITPNM3, PPP2R2B, PRKCD, PTK2, PTPN11, PTPN12, PTPN6, PXN, RASA1, RB1CC1, RHOU, SH2D3C, SHC1, SKAP2, SLC2A1, SNCA, SOCS2, SOCS3, SORBS1, SORBS2, SRC, STAP1, STAT3, SYK, TGFB1I1, TLN1, UBC, VAV1, ZAP70	0	82	0	0	0	0
Sunitinib	pancreatic cancer	INSR		ACP1, ADRB2, AHSG, ARF1, ARHGAP26, CALM1, CALM2, CALM3, CAV1, CAV3, CBL, CEACAM1, CRK, CRKL, CSK, DOK1, DOK4, DOK5, ENPP1, FABP4, FRS2, GAB1, GNB2L1, GRB10, GRB14, GRB2, GRB7, HRAS, IGF1R, IGF2, INPPL1, INS, INSRR, IRF7, IRS1, IRS2, JAK1, JAK2, KHDRBS1, KRT27, KRT31, MAD2L1, MAPK1, MAPK3, NAMPT, PIK3R1, PIK3R3, PLCG1, PRKCA, PRKCD, PTK2, PTPN1, PTPN11, PTPN12, PTPN2, PTPN6, PTPRB, PTPRC, PTPRF, PTPRG, PTPRJ, PTPRK, PTPRO, RAF1, RASA1, SH2B1, SH2B2, SHC1, SMAD2, SNX1, SNX2, SNX4, SNX6, SOCS1, SOCS2, SOCS3, SOCS6, SORBS1, SRC, STAT5A, STAT5B, SYNCRIP, TEAD1, UBC, VAV1, VAV3, YWHAB	0	87	0	0	0	0
Sunitinib	pancreatic cancer	PDGFRB		ADAMTSL4, ARAF, ATP6V0C, BAG1, CAV1, CAV3, CBL, CBLC, COPA, COPB1, CRK, EGFR, EIF2AK2, FYN, GAB1, GRB10, GRB14, GRB2, GRB7, HEXIM1, HSP90AA1, HSP90AB1, ITGB3, JAK1, JAK2, KLHL12, KRTAP4-12, LRP6, MFGE8, NCK1, NCK2, NEDD4, PDAP1, PDCD6IP, PDGFB, PDGFD, PDGFRA, PIK3C2B, PIK3CA, PIK3R1, PIK3R2, PIK3R3, PLAUR, PLCG1, PRDX2, PTEN, PTK2, PTPN1, PTPN11, PTPN12, PTPN2, PTPN22, PTPN6, PTPRB, PTPRC, PTPRE, PTPRG, PTPRJ, PTPRK, PTPRO, PTPRR, RAF1, RASA1, S1PR1, SH3KBP1, SHB, SHC1, SLC9A3R1, SLC9A3R2, SNX1, SNX2, SNX4, SOCS1, SRC, STAT1, STAT3, STAT5A, STAT5B, SYNGAP1, TRIM27, TRIP6, TYK2, UBA52, UBC, VAV1, VAV2, VAV3, YES1	0	88	0	0	0	0
Sunitinib	pancreatic cancer	RPS6KA5		ACTG1, AKT1S1, ALG8, APP, ARMCX5-GPRASP2, ATF1, ATF2, BAD, CEBPB, CREB1, CREBBP, CRMP1, CSNK2B, DDAH2, DNAJC11, EGF, EIF4E, EIF4EBP1, EP300, ERH, ETV1, EZH2, FN1, GPRASP2, HIST1H1B, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HIST2H2BE, HIST2H3A, HIST2H3C, HIST2H3D, HIST2H4A, HIST2H4B, HIST3H2A, HIST3H2BB, HIST3H3, HIST4H4, HMGN1, HSP90AA1, HSP90AB1, HSPB1, HSPB2, IL17RB, ITSN1, MAPK1, MAPK11, MAPK14, MAPT, MBP, MDFIC, NR3C1, NR4A1, PDLIM1, PLA2G4A, RAI1, RELA, RNF19A, ROBO2, RPA1, SMAD6, SMARCB1, STAT1, STAT3, STK11, TH, TXNDC11, UBC, UNC119, YWHAZ, ZAK, ZNF775	0	90	0	0	0	0
Sunitinib	pancreatic cancer	TBK1		AGO2, ANKRD28, APP, ATG9A, ATP5A1, AZI2, BTRC, CALCOCO2, CALM1, CALM2, CALM3, CCT2, CCT3, CCT4, CCT5, CCT6A, CCT7, CCT8, CDC37, CDC42BPG, CUL1, CYLD, DDX3X, GAPDH, HNRNPM, HSP90AA1, HSP90AB1, HSPA1A, HSPA5, HSPA8, HSPA9, IKBKB, IKBKE, IKBKG, IRF3, IRF5, IRF7, LDHB, LGALS3BP, MAVS, MBP, MIB1, MIB2, MTPAP, NCK1, NEDD4, NFKB1, NFKB2, NFKBIA, NLRP4, NONO, OPTN, PELI1, PPP6C, PPP6R1, PPP6R2, PROS1, RB1CC1, REL, RELA, RPL11, RPL13, RPL7, RPS18, RPS27A, RPS5, RPS8, RUVBL1, RUVBL2, SFPQ, SIKE1, SKP1, SRC, STAT6, STX11, TANK, TBKBP1, TCP1, TICAM1, TMEM173, TNFAIP3, TRAF2, TRAF3, TRAF3IP2, TRIM27, TUBA3C, TUBA3D, TUBB, TUBB4A, TXLNA, TXLNG, UBA52, UBB, UBC, XIAP	0	95	0	0	0	0
Sunitinib	pancreatic cancer	JAK2		ABL1, AGTR1, ALK, ASS1, BCR, BRCA1, CALM1, CALM2, CALM3, CCR2, CCR5, CDKN1B, CRLF2, CSF2RB, CSF3R, CTLA4, CXCR4, DNAJA3, EGFR, ELP2, EPOR, ERBB2, ERBB3, FES, FGFR1, FYN, G3BP1, GHR, GRB10, GRB2, GTF2I, HES1, HES5, HIST3H3, HSPA8, HTR2A, IFNGR1, IFNGR2, IGF1R, IKBKG, IL12RB2, IL23R, IL2RB, IL2RG, IL3RA, IL4R, IL5RA, IL6ST, INSR, IRS1, IRS2, JAK3, KIT, KLK3, LEPR, LYN, MAP3K5, MDK, MPL, MST1R, NCK1, NFKBIA, OSMR, PDGFRB, PIK3R1, PKD1, PLCG1, PLCG2, PPIA, PPP1CC, PPP2CA, PPP2R1B, PPP2R4, PPP2R5A, PRLR, PRMT5, PTAFR, PTK2, PTK2B, PTPN1, PTPN11, PTPN12, PTPN6, PTPRC, PTPRJ, RAF1, RBMX, SH2B1, SH2B2, SHC1, SIRPA, SOCS1, SOCS3, SOCS4, STAM, STAM2, STAP2, STAT1, STAT2, STAT3, STAT5A, STAT5B, TEC, TNFRSF1A, TRAF6, TSHR, TUB, TYK2, UBASH3B, UBC, VAV1, VCP, YES1	0	113	0	0	0	0
Sunitinib	pancreatic cancer	TNIK		ACAT1, ACAT2, ACP1, ACTG1, ACTR2, AGTPBP1, AKAP9, ANK2, ANXA2, BCAP31, BUB3, CACYBP, CALM1, CALM2, CALM3, CBR1, CLU, CMPK1, CNKSR2, CNPY2, COPB2, CTNNB1, CYCS, DHCR7, DISC1, DPYSL2, DPYSL3, DST, DSTN, DYNC1H1, ECHS1, EIF3H, EIF3M, EMC1, FKBP3, FSCN1, GLRX3, GOLGA4, GOT1, GSE1, GSN, HARS, HNRNPA3, IMPDH2, LRRC59, LYAR, MAPK1, MRPL14, MRPS16, MTHFD1, MYL12A, MYT1L, NAA15, NANS, NCK1, NCOR2, NEDD4, NEFM, NUDC, OTUB1, PAFAH1B1, PCBP1, PCBP3, PCMT1, PDCD5, PDE4DIP, PPIH, PPM1E, PPP1R13B, PPP2R1A, PRMT1, PRPSAP1, PSAT1, PSMA1, PSMA2, PSMC1, PSMD1, PSMD13, PSMD6, RANBP1, RAP2A, RCC1, RCC2, RPN2, RPS14, RRM1, RUVBL2, SARS, SEPT4, SET, SETD4, SF3B6, SLC9A1, SMARCE1, SNRPB2, SNX6, SOD2, SORD, SOS1, SPTBN1, SRGAP3, STRAP, TBCA, TCF7L2, TEAD3, TFAM, TIAM2, TNKS, TRAF2, TRIM2, TRMT112, TUBB2A, TYMS, UBC, UCHL1, WWC1	0	116	0	0	0	0
Sunitinib	pancreatic cancer	MAP3K7		ACTG1, AKTIP, ARRB2, BBS10, BCL10, BST2, CAD, CALM2, CARD11, CCDC88B, CDC37, CHUK, CLTC, CNTN2, COPS5, CYLD, DARS, DAZAP2, DDX5, DNAJA1, EGR1, EIF2AK2, ENO1, EPRS, EZH2, FBXW5, FKBP5, FLNA, FLNB, FOS, GPR25, HGS, HIPK2, HIST1H4F, HSP90AA1, HSP90AB1, HSPA1A, HSPA1L, HSPA5, HSPA8, HSPA9, IARS, IKBKAP, IKBKB, IKBKG, IL17RD, IRAK1, JAZF1, KIF26A, MALT1, MAP2K4, MAP2K6, MAP2K7, MAP3K14, MAP3K3, MAP3K5, MAP4K1, MAP4K4, MAPK14, MAPK6, MAPK8, MAPK8IP1, MAVS, MIB2, MYD88, NAIP, NDUFS6, NFKB1, NLK, NOD2, NRIP1, NUDT21, PEBP1, PELI3, PINK1, PPM1B, PPM1L, PPP2CA, PPP2R1A, PPP5C, PPP6C, PRKAA1, PRKAB1, RANBP9, RBCK1, RBX1, RELA, RIPK1, RIPK2, RNF19A, ROR2, RPS27A, RPS3, RUVBL1, RUVBL2, SKIL, SLC9A1, SMAD3, SMAD6, SMAD7, SMURF1, STAT3, STRADB, TAB1, TAB2, TAB3, TAOK1, TAOK2, TGFBR1, TIRAP, TLR3, TNFRSF11A, TNFRSF1A, TRAF2, TRAF3IP2, TRAF5, TRAF6, TRIM8, TUBA3D, TUBB, TUBB2B, TUBB4A, UBA52, UBB, UBC, UBD, USP4, VRK2, WDR34, XIAP, YWHAE, ZNF593, ZNF746	0	133	0	0	0	0
Sunitinib	pancreatic cancer	MAP3K3		ACTG1, ACTN4, AIFM1, AKAP8L, ALK, ATP5A1, BAG2, BAG5, BRCA1, C14orf166, C1QBP, CAD, CALM1, CALM2, CALM3, CAPZA1, CAPZB, CCAR2, CCT2, CCT3, CCT4, CCT5, CCT6A, CCT7, CCT8, CDC37, CFL2, CHUK, CLTC, COPS5, CORO1C, CPVL, CRIM1, DBN1, DDB1, DIP2B, DLG1, DNAJA1, DNAJA3, DNAJB1, DNAJB4, DNAJC7, EEF1A2, EPPK1, FASN, FLNA, GAB1, GAPDH, GAS7, GLRX3, GNAI2, GNAI3, GNB1, GNB2, GTF2I, HAX1, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HIST2H4A, HIST2H4B, HIST4H4, HNRNPH1, HSP90AA1, HSP90AB1, HSPA1A, HSPA1L, HSPA2, HSPA4, HSPA5, HSPA6, HSPA8, HSPA9, IARS, IKBKB, IKBKG, IQGAP1, IQGAP2, KIF5C, LGALS7, LGALS7B, LIMA1, LONP1, LUC7L2, LYN, MAP2K3, MAP2K4, MAP2K5, MAP3K2, MAP3K5, MAP3K7, MARK2, MARS, MATR3, MCC, MMRN2, MPRIP, MYH10, MYH9, MYL12A, MYL6, MYLK2, MYO1A, MYO1B, MYO1C, MYO1D, MYO6, NEDD4, NEDD4L, NFKBIA, NUDC, PDRG1, PFDN1, PFDN2, PFDN4, PFDN5, PFDN6, PFKL, PHGDH, PIH1D1, PLOD1, PPP1CA, PPP1CC, PPP1R12A, PPP2CA, PPP2R1A, PPP2R1B, PRKACA, PRKDC, PYGM, RAI14, RCAN1, RIPK1, RNF126, RPAP3, RPL23, RPS16, RPS27, RPS27A, RPS27L, RQCD1, RUVBL1, RUVBL2, S100A7, S100A8, SCIN, SCO2, SCRIB, SEC16A, SLC25A5, SLC25A6, SMARCC2, SMURF1, SPAG9, SPTAN1, SPTBN1, SPTBN2, SQSTM1, SSH1, ST13, STUB1, SUGT1, TCP1, TFG, TIMM50, TMOD3, TOM1L1, TRAF6, TRAF7, TUBA1A, TUBA1C, TUBA3C, TUBA3D, TUBB, TUBB2B, TUBB3, TUBB4A, TUBB6, UACA, UBA52, UBB, UBC, UBL4A, URI1, UXT, VBP1, VCP, VIM, VWF, WDR92, WNK1, XPOT, YWHAB, YWHAE, YWHAG, YWHAH, YWHAQ, YWHAZ, ZBTB16	0	207	0	0	0	0
